Solving 9×9 grid using CONSTRAINT PROGRAMMING
Method: OR-Tools CP-SAT (guaranteed optimal)

Testing config 3843... → 15.0 tiles
Testing config 3844... → 16.0 tiles
Testing config 3845... → 16.0 tiles
Testing config 3846... → 15.0 tiles
Testing config 3847... → 15.0 tiles
Testing config 3848... → 15.0 tiles
Testing config 3849... → 14.0 tiles
Testing config 3850... → 15.0 tiles
Testing config 3851... → 15.0 tiles
Testing config 3852... → 15.0 tiles
Testing config 3853... → 14.0 tiles
Testing config 3854... → 16.0 tiles
Testing config 3855... → 16.0 tiles
Testing config 3856... → 15.0 tiles
Testing config 3857... → 15.0 tiles
Testing config 3858... → 16.0 tiles
Testing config 3859... → 15.0 tiles
Testing config 3860... → 15.0 tiles
Testing config 3861... → 15.0 tiles
Testing config 3862... → 14.0 tiles
Testing config 3863... → 14.0 tiles
Testing config 3864... → 15.0 tiles
Testing config 3865... → 14.0 tiles
Testing config 3866... → 16.0 tiles
Testing config 3867... → 15.0 tiles
Testing config 3868... → 16.0 tiles
Testing config 3869... → 16.0 tiles
Testing config 3870... → 15.0 tiles
Testing config 3871... → 15.0 tiles
Testing config 3872... → 16.0 tiles
Testing config 3873... → 15.0 tiles
Testing config 3874... → 16.0 tiles
Testing config 3875... → 16.0 tiles
Testing config 3876... → 16.0 tiles
Testing config 3877... → 15.0 tiles
Testing config 3878... → 15.0 tiles
Testing config 3879... → 16.0 tiles
Testing config 3880... → 16.0 tiles
Testing config 3881... → 16.0 tiles
Testing config 3882... → 15.0 tiles
Testing config 3883... → 16.0 tiles
Testing config 3884... → 16.0 tiles
Testing config 3885... → 16.0 tiles
Testing config 3886... → 15.0 tiles
Testing config 3887... → 15.0 tiles
Testing config 3888... → 15.0 tiles
Testing config 3889... → 15.0 tiles
Testing config 3890... → 16.0 tiles
Testing config 3891... → 15.0 tiles
Testing config 3892... → 15.0 tiles
Testing config 3893... → 15.0 tiles
Testing config 3894... → 15.0 tiles
Testing config 3895... → 14.0 tiles
Testing config 3896... → 16.0 tiles
Testing config 3897... → 15.0 tiles
Testing config 3898... → 16.0 tiles
Testing config 3899... → 16.0 tiles
Testing config 3900... → 16.0 tiles
Testing config 3901... → 15.0 tiles
Testing config 3902... → 16.0 tiles
Testing config 3903... → 15.0 tiles
Testing config 3904... → 16.0 tiles
Testing config 3905... → 16.0 tiles
Testing config 3906... → 16.0 tiles
Testing config 3907... → 16.0 tiles
Testing config 3908... → 16.0 tiles
Testing config 3909... → 16.0 tiles
Testing config 3910... → 16.0 tiles
Testing config 3911... → 16.0 tiles
Testing config 3912... → 15.0 tiles
Testing config 3913... → 15.0 tiles
Testing config 3914... → 15.0 tiles
Testing config 3915... → 16.0 tiles
Testing config 3916... → 16.0 tiles
Testing config 3917... → 16.0 tiles
Testing config 3918... → 15.0 tiles
Testing config 3919... → 15.0 tiles
Testing config 3920... → 15.0 tiles
Testing config 3921... → 16.0 tiles
Testing config 3922... → 15.0 tiles
Testing config 3923... → 15.0 tiles
Testing config 3924... → 15.0 tiles
Testing config 3925... → 16.0 tiles
Testing config 3926... → 16.0 tiles
Testing config 3927... → 15.0 tiles
Testing config 3928... → 16.0 tiles
Testing config 3929... → 16.0 tiles
Testing config 3930... → 16.0 tiles
Testing config 3931... → 16.0 tiles
Testing config 3932... → 15.0 tiles
Testing config 3933... → 16.0 tiles
Testing config 3934... → 15.0 tiles
Testing config 3935... → 15.0 tiles
Testing config 3936... → 16.0 tiles
Testing config 3937... → 16.0 tiles
Testing config 3938... → 16.0 tiles
Testing config 3939... → 16.0 tiles
Testing config 3940... → 16.0 tiles
Testing config 3941... → 16.0 tiles
Testing config 3942... → 16.0 tiles
Testing config 3943... → 16.0 tiles
Testing config 3944... → 16.0 tiles
Testing config 3945... → 16.0 tiles
Testing config 3946... → 16.0 tiles
Testing config 3947... → 16.0 tiles
Testing config 3948... → 15.0 tiles
Testing config 3949... → 16.0 tiles
Testing config 3950... → 15.0 tiles
Testing config 3951... → 14.0 tiles
Testing config 3952... → 15.0 tiles
Testing config 3953... → 15.0 tiles
Testing config 3954... → 15.0 tiles
Testing config 3955... → 15.0 tiles
Testing config 3956... → 15.0 tiles
Testing config 3957... → 15.0 tiles
Testing config 3958... → 15.0 tiles
Testing config 3959... → 15.0 tiles
Testing config 3960... → 15.0 tiles
Testing config 3961... → 15.0 tiles
Testing config 3962... → 16.0 tiles
Testing config 3963... → 15.0 tiles
Testing config 3964... → 15.0 tiles
Testing config 3965... → 15.0 tiles
Testing config 3966... → 15.0 tiles
Testing config 3967... → 14.0 tiles
Testing config 3968... → 16.0 tiles
Testing config 3969... → 15.0 tiles
Testing config 3970... → 16.0 tiles
Testing config 3971... → 16.0 tiles
Testing config 3972... → 16.0 tiles
Testing config 3973... → 15.0 tiles
Testing config 3974... → 15.0 tiles
Testing config 3975... → 14.0 tiles
Testing config 3976... → 15.0 tiles
Testing config 3977... → 15.0 tiles
Testing config 3978... → 15.0 tiles
Testing config 3979... → 15.0 tiles
Testing config 3980... → 15.0 tiles
Testing config 3981... → 15.0 tiles
Testing config 3982... → 15.0 tiles
Testing config 3983... → 15.0 tiles
Testing config 3984... → 14.0 tiles
Testing config 3985... → 14.0 tiles
Testing config 3986... → 16.0 tiles
Testing config 3987... → 15.0 tiles
Testing config 3988... → 15.0 tiles
Testing config 3989... → 15.0 tiles
Testing config 3990... → 15.0 tiles
Testing config 3991... → 14.0 tiles
Testing config 3992... → 16.0 tiles
Testing config 3993... → 15.0 tiles
Testing config 3994... → 16.0 tiles
Testing config 3995... → 16.0 tiles
Testing config 3996... → 16.0 tiles
Testing config 3997... → 15.0 tiles
Testing config 3998... → 16.0 tiles
Testing config 3999... → 15.0 tiles
Testing config 4000... → 15.0 tiles
Testing config 4001... → 15.0 tiles
Testing config 4002... → 16.0 tiles
Testing config 4003... → 15.0 tiles
Testing config 4004... → 16.0 tiles
Testing config 4005... → 15.0 tiles
Testing config 4006... → 15.0 tiles
Testing config 4007... → 15.0 tiles
Testing config 4008... → 15.0 tiles
Testing config 4009... → 14.0 tiles
Testing config 4010... → 16.0 tiles
Testing config 4011... → 15.0 tiles
Testing config 4012... → 15.0 tiles
Testing config 4013... → 15.0 tiles
Testing config 4014... → 15.0 tiles
Testing config 4015... → 14.0 tiles
Testing config 4016... → 16.0 tiles
Testing config 4017... → 15.0 tiles
Testing config 4018... → 16.0 tiles
Testing config 4019... → 16.0 tiles
Testing config 4020... → 16.0 tiles
Testing config 4021... → 15.0 tiles
Testing config 4022... → 16.0 tiles
Testing config 4023... → 15.0 tiles
Testing config 4024... → 16.0 tiles
Testing config 4025... → 16.0 tiles
Testing config 4026... → 16.0 tiles
Testing config 4027... → 16.0 tiles
Testing config 4028... → 16.0 tiles
Testing config 4029... → 16.0 tiles
Testing config 4030... → 16.0 tiles
Testing config 4031... → 16.0 tiles
Testing config 4032... → 15.0 tiles
Testing config 4033... → 15.0 tiles
Testing config 4034... → 16.0 tiles
Testing config 4035... → 15.0 tiles
Testing config 4036... → 16.0 tiles
Testing config 4037... → 16.0 tiles
Testing config 4038... → 15.0 tiles
Testing config 4039... → 15.0 tiles
Testing config 4040... → 16.0 tiles
Testing config 4041... → 15.0 tiles
Testing config 4042... → 16.0 tiles
Testing config 4043... → 16.0 tiles
Testing config 4044... → 16.0 tiles
Testing config 4045... → 15.0 tiles
Testing config 4046... → 16.0 tiles
Testing config 4047... → 15.0 tiles
Testing config 4048... → 16.0 tiles
Testing config 4049... → 16.0 tiles
Testing config 4050... → 16.0 tiles
Testing config 4051... → 16.0 tiles
Testing config 4052... → 16.0 tiles
Testing config 4053... → 16.0 tiles
Testing config 4054... → 16.0 tiles
Testing config 4055... → 16.0 tiles
Testing config 4056... → 16.0 tiles
Testing config 4057... → 16.0 tiles
Testing config 4058... → 16.0 tiles
Testing config 4059... → 16.0 tiles
Testing config 4060... → 16.0 tiles
Testing config 4061... → 16.0 tiles
Testing config 4062... → 16.0 tiles
Testing config 4063... → 16.0 tiles
Testing config 4064... → 16.0 tiles
Testing config 4065... → 16.0 tiles
Testing config 4066... → 16.0 tiles
Testing config 4067... → 16.0 tiles
Testing config 4068... → 16.0 tiles
Testing config 4069... → 16.0 tiles
Testing config 4070... → 16.0 tiles
Testing config 4071... → 15.0 tiles
Testing config 4072... → 16.0 tiles
Testing config 4073... → 16.0 tiles
Testing config 4074... → 16.0 tiles
Testing config 4075... → 16.0 tiles
Testing config 4076... → 15.0 tiles
Testing config 4077... → 15.0 tiles
Testing config 4078... → 15.0 tiles
Testing config 4079... → 15.0 tiles
Testing config 4080... → 15.0 tiles
Testing config 4081... → 15.0 tiles
Testing config 4082... → 16.0 tiles
Testing config 4083... → 15.0 tiles
Testing config 4084... → 16.0 tiles
Testing config 4085... → 16.0 tiles
Testing config 4086... → 15.0 tiles
Testing config 4087... → 15.0 tiles
Testing config 4088... → 16.0 tiles
Testing config 4089... → 15.0 tiles
Testing config 4090... → 16.0 tiles
Testing config 4091... → 16.0 tiles
Testing config 4092... → 16.0 tiles
Testing config 4093... → 15.0 tiles
Testing config 4094... → 16.0 tiles
Testing config 4095... → 15.0 tiles
Testing config 4096... → 16.0 tiles
Testing config 4097... → 16.0 tiles
Testing config 4098... → 16.0 tiles
Testing config 4099... → 16.0 tiles
Testing config 4100... → 15.0 tiles
Testing config 4101... → 15.0 tiles
Testing config 4102... → 15.0 tiles
Testing config 4103... → 15.0 tiles
Testing config 4104... → 15.0 tiles
Testing config 4105... → 15.0 tiles
Testing config 4106... → 16.0 tiles
Testing config 4107... → 15.0 tiles
Testing config 4108... → 16.0 tiles
Testing config 4109... → 16.0 tiles
Testing config 4110... → 15.0 tiles
Testing config 4111... → 15.0 tiles
Testing config 4112... → 16.0 tiles
Testing config 4113... → 15.0 tiles
Testing config 4114... → 16.0 tiles
Testing config 4115... → 16.0 tiles
Testing config 4116... → 16.0 tiles
Testing config 4117... → 15.0 tiles
Testing config 4118... → 15.0 tiles
Testing config 4119... → 16.0 tiles
Testing config 4120... → 16.0 tiles
Testing config 4121... → 16.0 tiles
Testing config 4122... → 15.0 tiles
Testing config 4123... → 16.0 tiles
Testing config 4124... → 16.0 tiles
Testing config 4125... → 16.0 tiles
Testing config 4126... → 15.0 tiles
Testing config 4127... → 15.0 tiles
Testing config 4128... → 15.0 tiles
Testing config 4129... → 15.0 tiles
Testing config 4130... → 16.0 tiles
Testing config 4131... → 15.0 tiles
Testing config 4132... → 15.0 tiles
Testing config 4133... → 15.0 tiles
Testing config 4134... → 15.0 tiles
Testing config 4135... → 14.0 tiles
Testing config 4136... → 16.0 tiles
Testing config 4137... → 15.0 tiles
Testing config 4138... → 16.0 tiles
Testing config 4139... → 16.0 tiles
Testing config 4140... → 16.0 tiles
Testing config 4141... → 15.0 tiles
Testing config 4142... → 16.0 tiles
Testing config 4143... → 15.0 tiles
Testing config 4144... → 16.0 tiles
Testing config 4145... → 16.0 tiles
Testing config 4146... → 16.0 tiles
Testing config 4147... → 16.0 tiles
Testing config 4148... → 16.0 tiles
Testing config 4149... → 16.0 tiles
Testing config 4150... → 16.0 tiles
Testing config 4151... → 16.0 tiles
Testing config 4152... → 15.0 tiles
Testing config 4153... → 15.0 tiles
Testing config 4154... → 16.0 tiles
Testing config 4155... → 15.0 tiles
Testing config 4156... → 16.0 tiles
Testing config 4157... → 16.0 tiles
Testing config 4158... → 15.0 tiles
Testing config 4159... → 15.0 tiles
Testing config 4160... → 16.0 tiles
Testing config 4161... → 15.0 tiles
Testing config 4162... → 16.0 tiles
Testing config 4163... → 16.0 tiles
Testing config 4164... → 16.0 tiles
Testing config 4165... → 15.0 tiles
Testing config 4166... → 16.0 tiles
Testing config 4167... → 15.0 tiles
Testing config 4168... → 16.0 tiles
Testing config 4169... → 16.0 tiles
Testing config 4170... → 16.0 tiles
Testing config 4171... → 16.0 tiles
Testing config 4172... → 16.0 tiles
Testing config 4173... → 16.0 tiles
Testing config 4174... → 16.0 tiles
Testing config 4175... → 16.0 tiles
Testing config 4176... → 16.0 tiles
Testing config 4177... → 16.0 tiles
Testing config 4178... → 16.0 tiles
Testing config 4179... → 16.0 tiles
Testing config 4180... → 16.0 tiles
Testing config 4181... → 16.0 tiles
Testing config 4182... → 16.0 tiles
Testing config 4183... → 16.0 tiles
Testing config 4184... → 16.0 tiles
Testing config 4185... → 16.0 tiles
Testing config 4186... → 16.0 tiles
Testing config 4187... → 16.0 tiles
Testing config 4188... → 15.0 tiles
Testing config 4189... → 16.0 tiles
Testing config 4190... → 16.0 tiles
Testing config 4191... → 15.0 tiles
Testing config 4192... → 16.0 tiles
Testing config 4193... → 16.0 tiles
Testing config 4194... → 16.0 tiles
Testing config 4195... → 16.0 tiles
Testing config 4196... → 16.0 tiles
Testing config 4197... → 16.0 tiles
Testing config 4198... → 16.0 tiles
Testing config 4199... → 16.0 tiles
Testing config 4200... → 16.0 tiles
Testing config 4201... → 16.0 tiles
Testing config 4202... → 16.0 tiles
Testing config 4203... → 16.0 tiles
Testing config 4204... → 16.0 tiles
Testing config 4205... → 16.0 tiles
Testing config 4206... → 16.0 tiles
Testing config 4207... → 16.0 tiles
Testing config 4208... → 16.0 tiles
Testing config 4209... → 16.0 tiles
Testing config 4210... → 16.0 tiles
Testing config 4211... → 16.0 tiles
Testing config 4212... → 15.0 tiles
Testing config 4213... → 16.0 tiles
Testing config 4214... → 16.0 tiles
Testing config 4215... → 15.0 tiles
Testing config 4216... → 16.0 tiles
Testing config 4217... → 16.0 tiles
Testing config 4218... → 16.0 tiles
Testing config 4219... → 16.0 tiles
Testing config 4220... → 16.0 tiles
Testing config 4221... → 16.0 tiles
Testing config 4222... → 16.0 tiles
Testing config 4223... → 16.0 tiles
Testing config 4224... → 16.0 tiles
Testing config 4225... → 16.0 tiles
Testing config 4226... → 16.0 tiles
Testing config 4227... → 16.0 tiles
Testing config 4228... → 16.0 tiles
Testing config 4229... → 16.0 tiles
Testing config 4230... → 16.0 tiles
Testing config 4231... → 16.0 tiles
Testing config 4232... → 16.0 tiles
Testing config 4233... → 16.0 tiles
Testing config 4234... → 16.0 tiles
Testing config 4235... → 16.0 tiles
Testing config 4236... → 15.0 tiles
Testing config 4237... → 16.0 tiles
Testing config 4238... → 15.0 tiles
Testing config 4239... → 16.0 tiles
Testing config 4240... → 16.0 tiles
Testing config 4241... → 16.0 tiles
Testing config 4242... → 15.0 tiles
Testing config 4243... → 16.0 tiles
Testing config 4244... → 15.0 tiles
Testing config 4245... → 15.0 tiles
Testing config 4246... → 16.0 tiles
Testing config 4247... → 16.0 tiles
Testing config 4248... → 15.0 tiles
Testing config 4249... → 16.0 tiles
Testing config 4250... → 16.0 tiles
Testing config 4251... → 16.0 tiles
Testing config 4252... → 15.0 tiles
Testing config 4253... → 15.0 tiles
Testing config 4254... → 16.0 tiles
Testing config 4255... → 15.0 tiles
Testing config 4256... → 16.0 tiles
Testing config 4257... → 16.0 tiles
Testing config 4258... → 16.0 tiles
Testing config 4259... → 16.0 tiles
Testing config 4260... → 15.0 tiles
Testing config 4261... → 16.0 tiles
Testing config 4262... → 16.0 tiles
Testing config 4263... → 15.0 tiles
Testing config 4264... → 16.0 tiles
Testing config 4265... → 16.0 tiles
Testing config 4266... → 16.0 tiles
Testing config 4267... → 16.0 tiles
Testing config 4268... → 15.0 tiles
Testing config 4269... → 16.0 tiles
Testing config 4270... → 15.0 tiles
Testing config 4271... → 15.0 tiles
Testing config 4272... → 16.0 tiles
Testing config 4273... → 16.0 tiles
Testing config 4274... → 16.0 tiles
Testing config 4275... → 15.0 tiles
Testing config 4276... → 16.0 tiles
Testing config 4277... → 16.0 tiles
Testing config 4278... → 15.0 tiles
Testing config 4279... → 15.0 tiles
Testing config 4280... → 16.0 tiles
Testing config 4281... → 15.0 tiles
Testing config 4282... → 16.0 tiles
Testing config 4283... → 16.0 tiles
Testing config 4284... → 16.0 tiles
Testing config 4285... → 15.0 tiles
Testing config 4286... → 16.0 tiles
Testing config 4287... → 15.0 tiles
Testing config 4288... → 16.0 tiles
Testing config 4289... → 16.0 tiles
Testing config 4290... → 16.0 tiles
Testing config 4291... → 16.0 tiles
Testing config 4292... → 16.0 tiles
Testing config 4293... → 16.0 tiles
Testing config 4294... → 16.0 tiles
Testing config 4295... → 16.0 tiles
Testing config 4296... → 16.0 tiles
Testing config 4297... → 16.0 tiles
Testing config 4298... → 16.0 tiles
Testing config 4299... → 16.0 tiles
Testing config 4300... → 16.0 tiles
Testing config 4301... → 16.0 tiles
Testing config 4302... → 16.0 tiles
Testing config 4303... → 16.0 tiles
Testing config 4304... → 16.0 tiles
Testing config 4305... → 16.0 tiles
Testing config 4306... → 16.0 tiles
Testing config 4307... → 16.0 tiles
Testing config 4308... → 15.0 tiles
Testing config 4309... → 16.0 tiles
Testing config 4310... → 16.0 tiles
Testing config 4311... → 15.0 tiles
Testing config 4312... → 16.0 tiles
Testing config 4313... → 16.0 tiles
Testing config 4314... → 16.0 tiles
Testing config 4315... → 16.0 tiles
Testing config 4316... → 16.0 tiles
Testing config 4317... → 16.0 tiles
Testing config 4318... → 16.0 tiles
Testing config 4319... → 16.0 tiles
Testing config 4320... → 16.0 tiles
Testing config 4321... → 16.0 tiles
Testing config 4322... → 16.0 tiles
Testing config 4323... → 16.0 tiles
Testing config 4324... → 16.0 tiles
Testing config 4325... → 16.0 tiles
Testing config 4326... → 16.0 tiles
Testing config 4327... → 16.0 tiles
Testing config 4328... → 16.0 tiles
Testing config 4329... → 16.0 tiles
Testing config 4330... → 16.0 tiles
Testing config 4331... → 16.0 tiles
Testing config 4332... → 15.0 tiles
Testing config 4333... → 16.0 tiles
Testing config 4334... → 16.0 tiles
Testing config 4335... → 15.0 tiles
Testing config 4336... → 16.0 tiles
Testing config 4337... → 16.0 tiles
Testing config 4338... → 16.0 tiles
Testing config 4339... → 16.0 tiles
Testing config 4340... → 16.0 tiles
Testing config 4341... → 16.0 tiles
Testing config 4342... → 16.0 tiles
Testing config 4343... → 16.0 tiles
Testing config 4344... → 16.0 tiles
Testing config 4345... → 16.0 tiles
Testing config 4346... → 16.0 tiles
Testing config 4347... → 16.0 tiles
Testing config 4348... → 16.0 tiles
Testing config 4349... → 16.0 tiles
Testing config 4350... → 16.0 tiles
Testing config 4351... → 16.0 tiles
Testing config 4352... → 16.0 tiles
Testing config 4353... → 16.0 tiles
Testing config 4354... → 16.0 tiles
Testing config 4355... → 16.0 tiles
Testing config 4356... → 15.0 tiles
Testing config 4357... → 16.0 tiles
Testing config 4358... → 15.0 tiles
Testing config 4359... → 16.0 tiles
Testing config 4360... → 16.0 tiles
Testing config 4361... → 16.0 tiles
Testing config 4362... → 15.0 tiles
Testing config 4363... → 16.0 tiles
Testing config 4364... → 15.0 tiles
Testing config 4365... → 15.0 tiles
Testing config 4366... → 16.0 tiles
Testing config 4367... → 16.0 tiles
Testing config 4368... → 15.0 tiles
Testing config 4369... → 16.0 tiles
Testing config 4370... → 16.0 tiles
Testing config 4371... → 16.0 tiles
Testing config 4372... → 15.0 tiles
Testing config 4373... → 15.0 tiles
Testing config 4374... → 16.0 tiles
Testing config 4375... → 15.0 tiles
Testing config 4376... → 16.0 tiles
Testing config 4377... → 16.0 tiles
Testing config 4378... → 16.0 tiles
Testing config 4379... → 16.0 tiles
Testing config 4380... → 15.0 tiles
Testing config 4381... → 16.0 tiles
Testing config 4382... → 16.0 tiles
Testing config 4383... → 15.0 tiles
Testing config 4384... → 16.0 tiles
Testing config 4385... → 16.0 tiles
Testing config 4386... → 16.0 tiles
Testing config 4387... → 16.0 tiles
Testing config 4388... → 15.0 tiles
Testing config 4389... → 16.0 tiles
Testing config 4390... → 15.0 tiles
Testing config 4391... → 15.0 tiles
Testing config 4392... → 16.0 tiles
Testing config 4393... → 16.0 tiles
Testing config 4394... → 16.0 tiles
Testing config 4395... → 15.0 tiles
Testing config 4396... → 16.0 tiles
Testing config 4397... → 16.0 tiles
Testing config 4398... → 15.0 tiles
Testing config 4399... → 15.0 tiles
Testing config 4400... → 16.0 tiles
Testing config 4401... → 15.0 tiles
Testing config 4402... → 16.0 tiles
Testing config 4403... → 16.0 tiles
Testing config 4404... → 16.0 tiles
Testing config 4405... → 15.0 tiles
Testing config 4406... → 16.0 tiles
Testing config 4407... → 15.0 tiles
Testing config 4408... → 16.0 tiles
Testing config 4409... → 16.0 tiles
Testing config 4410... → 16.0 tiles
Testing config 4411... → 16.0 tiles
Testing config 4412... → 16.0 tiles
Testing config 4413... → 16.0 tiles
Testing config 4414... → 16.0 tiles
Testing config 4415... → 16.0 tiles
Testing config 4416... → 16.0 tiles
Testing config 4417... → 16.0 tiles
Testing config 4418... → 16.0 tiles
Testing config 4419... → 16.0 tiles
Testing config 4420... → 16.0 tiles
Testing config 4421... → 16.0 tiles
Testing config 4422... → 16.0 tiles
Testing config 4423... → 16.0 tiles
Testing config 4424... → 16.0 tiles
Testing config 4425... → 16.0 tiles
Testing config 4426... → 16.0 tiles
Testing config 4427... → 16.0 tiles
Testing config 4428... → 15.0 tiles
Testing config 4429... → 16.0 tiles
Testing config 4430... → 16.0 tiles
Testing config 4431... → 15.0 tiles
Testing config 4432... → 16.0 tiles
Testing config 4433... → 16.0 tiles
Testing config 4434... → 16.0 tiles
Testing config 4435... → 16.0 tiles
Testing config 4436... → 16.0 tiles
Testing config 4437... → 16.0 tiles
Testing config 4438... → 16.0 tiles
Testing config 4439... → 16.0 tiles
Testing config 4440... → 16.0 tiles
Testing config 4441... → 16.0 tiles
Testing config 4442... → 16.0 tiles
Testing config 4443... → 16.0 tiles
Testing config 4444... → 16.0 tiles
Testing config 4445... → 16.0 tiles
Testing config 4446... → 16.0 tiles
Testing config 4447... → 16.0 tiles
Testing config 4448... → 16.0 tiles
Testing config 4449... → 16.0 tiles
Testing config 4450... → 16.0 tiles
Testing config 4451... → 16.0 tiles
Testing config 4452... → 15.0 tiles
Testing config 4453... → 16.0 tiles
Testing config 4454... → 16.0 tiles
Testing config 4455... → 15.0 tiles
Testing config 4456... → 16.0 tiles
Testing config 4457... → 16.0 tiles
Testing config 4458... → 16.0 tiles
Testing config 4459... → 16.0 tiles
Testing config 4460... → 16.0 tiles
Testing config 4461... → 16.0 tiles
Testing config 4462... → 16.0 tiles
Testing config 4463... → 16.0 tiles
Testing config 4464... → 16.0 tiles
Testing config 4465... → 16.0 tiles
Testing config 4466... → 16.0 tiles
Testing config 4467... → 16.0 tiles
Testing config 4468... → 16.0 tiles
Testing config 4469... → 16.0 tiles
Testing config 4470... → 16.0 tiles
Testing config 4471... → 16.0 tiles
Testing config 4472... → 16.0 tiles
Testing config 4473... → 16.0 tiles
Testing config 4474... → 16.0 tiles
Testing config 4475... → 16.0 tiles
Testing config 4476... → 15.0 tiles
Testing config 4477... → 16.0 tiles
Testing config 4478... → 15.0 tiles
Testing config 4479... → 16.0 tiles
Testing config 4480... → 16.0 tiles
Testing config 4481... → 16.0 tiles
Testing config 4482... → 15.0 tiles
Testing config 4483... → 16.0 tiles
Testing config 4484... → 15.0 tiles
Testing config 4485... → 15.0 tiles
Testing config 4486... → 16.0 tiles
Testing config 4487... → 16.0 tiles
Testing config 4488... → 15.0 tiles
Testing config 4489... → 16.0 tiles
Testing config 4490... → 15.0 tiles
Testing config 4491... → 15.0 tiles
Testing config 4492... → 16.0 tiles
Testing config 4493... → 16.0 tiles
Testing config 4494... → 16.0 tiles
Testing config 4495... → 16.0 tiles
Testing config 4496... → 16.0 tiles
Testing config 4497... → 16.0 tiles
Testing config 4498... → 16.0 tiles
Testing config 4499... → 16.0 tiles
Testing config 4500... → 15.0 tiles
Testing config 4501... → 16.0 tiles
Testing config 4502... → 15.0 tiles
Testing config 4503... → 16.0 tiles
Testing config 4504... → 16.0 tiles
Testing config 4505... → 16.0 tiles
Testing config 4506... → 15.0 tiles
Testing config 4507... → 16.0 tiles
Testing config 4508... → 14.0 tiles
Testing config 4509... → 15.0 tiles
Testing config 4510... → 15.0 tiles
Testing config 4511... → 15.0 tiles
Testing config 4512... → 15.0 tiles
Testing config 4513... → 16.0 tiles
Testing config 4514... → 15.0 tiles
Testing config 4515... → 15.0 tiles
Testing config 4516... → 15.0 tiles
Testing config 4517... → 15.0 tiles
Testing config 4518... → 16.0 tiles
Testing config 4519... → 16.0 tiles
Testing config 4520... → 16.0 tiles
Testing config 4521... → 15.0 tiles
Testing config 4522... → 16.0 tiles
Testing config 4523... → 16.0 tiles
Testing config 4524... → 16.0 tiles
Testing config 4525... → 15.0 tiles
Testing config 4526... → 15.0 tiles
Testing config 4527... → 16.0 tiles
Testing config 4528... → 16.0 tiles
Testing config 4529... → 16.0 tiles
Testing config 4530... → 15.0 tiles
Testing config 4531... → 16.0 tiles
Testing config 4532... → 15.0 tiles
Testing config 4533... → 15.0 tiles
Testing config 4534... → 16.0 tiles
Testing config 4535... → 16.0 tiles
Testing config 4536... → 15.0 tiles
Testing config 4537... → 16.0 tiles
Testing config 4538... → 15.0 tiles
Testing config 4539... → 15.0 tiles
Testing config 4540... → 15.0 tiles
Testing config 4541... → 15.0 tiles
Testing config 4542... → 15.0 tiles
Testing config 4543... → 15.0 tiles
Testing config 4544... → 16.0 tiles
Testing config 4545... → 16.0 tiles
Testing config 4546... → 16.0 tiles
Testing config 4547... → 16.0 tiles
Testing config 4548... → 15.0 tiles
Testing config 4549... → 16.0 tiles
Testing config 4550... → 15.0 tiles
Testing config 4551... → 16.0 tiles
Testing config 4552... → 16.0 tiles
Testing config 4553... → 16.0 tiles
Testing config 4554... → 15.0 tiles
Testing config 4555... → 16.0 tiles
Testing config 4556... → 15.0 tiles
Testing config 4557... → 15.0 tiles
Testing config 4558... → 16.0 tiles
Testing config 4559... → 16.0 tiles
Testing config 4560... → 15.0 tiles
Testing config 4561... → 16.0 tiles
Testing config 4562... → 16.0 tiles
Testing config 4563... → 16.0 tiles
Testing config 4564... → 16.0 tiles
Testing config 4565... → 16.0 tiles
Testing config 4566... → 16.0 tiles
Testing config 4567... → 16.0 tiles
Testing config 4568... → 15.0 tiles
Testing config 4569... → 15.0 tiles
Testing config 4570... → 15.0 tiles
Testing config 4571... → 15.0 tiles
Testing config 4572... → 15.0 tiles
Testing config 4573... → 15.0 tiles
Testing config 4574... → 16.0 tiles
Testing config 4575... → 16.0 tiles
Testing config 4576... → 15.0 tiles
Testing config 4577... → 15.0 tiles
Testing config 4578... → 16.0 tiles
Testing config 4579... → 15.0 tiles
Testing config 4580... → 16.0 tiles
Testing config 4581... → 16.0 tiles
Testing config 4582... → 15.0 tiles
Testing config 4583... → 15.0 tiles
Testing config 4584... → 16.0 tiles
Testing config 4585... → 15.0 tiles
Testing config 4586... → 16.0 tiles
Testing config 4587... → 16.0 tiles
Testing config 4588... → 16.0 tiles
Testing config 4589... → 16.0 tiles
Testing config 4590... → 16.0 tiles
Testing config 4591... → 16.0 tiles
Testing config 4592... → 16.0 tiles
Testing config 4593... → 16.0 tiles
Testing config 4594... → 16.0 tiles
Testing config 4595... → 16.0 tiles
Testing config 4596... → 15.0 tiles
Testing config 4597... → 16.0 tiles
Testing config 4598... → 15.0 tiles
Testing config 4599... → 16.0 tiles
Testing config 4600... → 16.0 tiles
Testing config 4601... → 16.0 tiles
Testing config 4602... → 15.0 tiles
Testing config 4603... → 16.0 tiles
Testing config 4604... → 15.0 tiles
Testing config 4605... → 15.0 tiles
Testing config 4606... → 16.0 tiles
Testing config 4607... → 16.0 tiles
Testing config 4608... → 15.0 tiles
Testing config 4609... → 16.0 tiles
Testing config 4610... → 16.0 tiles
Testing config 4611... → 16.0 tiles
Testing config 4612... → 15.0 tiles
Testing config 4613... → 15.0 tiles
Testing config 4614... → 16.0 tiles
Testing config 4615... → 15.0 tiles
Testing config 4616... → 16.0 tiles
