Solving 9×9 grid using CONSTRAINT PROGRAMMING
Method: OR-Tools CP-SAT (guaranteed optimal)

Testing config 1219... → 15.0 tiles
Testing config 1220... → 16.0 tiles
Testing config 1221... → 16.0 tiles
Testing config 1222... → 16.0 tiles
Testing config 1223... → 16.0 tiles
Testing config 1224... → 16.0 tiles
Testing config 1225... → 16.0 tiles
Testing config 1226... → 16.0 tiles
Testing config 1227... → 15.0 tiles
Testing config 1228... → 16.0 tiles
Testing config 1229... → 16.0 tiles
Testing config 1230... → 15.0 tiles
Testing config 1231... → 15.0 tiles
Testing config 1232... → 16.0 tiles
Testing config 1233... → 15.0 tiles
Testing config 1234... → 16.0 tiles
Testing config 1235... → 16.0 tiles
Testing config 1236... → 16.0 tiles
Testing config 1237... → 15.0 tiles
Testing config 1238... → 15.0 tiles
Testing config 1239... → 16.0 tiles
Testing config 1240... → 16.0 tiles
Testing config 1241... → 16.0 tiles
Testing config 1242... → 15.0 tiles
Testing config 1243... → 16.0 tiles
Testing config 1244... → 16.0 tiles
Testing config 1245... → 16.0 tiles
Testing config 1246... → 15.0 tiles
Testing config 1247... → 15.0 tiles
Testing config 1248... → 15.0 tiles
Testing config 1249... → 15.0 tiles
Testing config 1250... → 15.0 tiles
Testing config 1251... → 14.0 tiles
Testing config 1252... → 16.0 tiles
Testing config 1253... → 16.0 tiles
Testing config 1254... → 16.0 tiles
Testing config 1255... → 15.0 tiles
Testing config 1256... → 16.0 tiles
Testing config 1257... → 15.0 tiles
Testing config 1258... → 16.0 tiles
Testing config 1259... → 16.0 tiles
Testing config 1260... → 16.0 tiles
Testing config 1261... → 15.0 tiles
Testing config 1262... → 15.0 tiles
Testing config 1263... → 16.0 tiles
Testing config 1264... → 16.0 tiles
Testing config 1265... → 16.0 tiles
Testing config 1266... → 15.0 tiles
Testing config 1267... → 16.0 tiles
Testing config 1268... → 15.0 tiles
Testing config 1269... → 16.0 tiles
Testing config 1270... → 16.0 tiles
Testing config 1271... → 16.0 tiles
Testing config 1272... → 14.0 tiles
Testing config 1273... → 15.0 tiles
Testing config 1274... → 15.0 tiles
Testing config 1275... → 15.0 tiles
Testing config 1276... → 15.0 tiles
Testing config 1277... → 15.0 tiles
Testing config 1278... → 16.0 tiles
Testing config 1279... → 16.0 tiles
Testing config 1280... → 16.0 tiles
Testing config 1281... → 15.0 tiles
Testing config 1282... → 16.0 tiles
Testing config 1283... → 16.0 tiles
Testing config 1284... → 16.0 tiles
Testing config 1285... → 15.0 tiles
Testing config 1286... → 15.0 tiles
Testing config 1287... → 16.0 tiles
Testing config 1288... → 16.0 tiles
Testing config 1289... → 16.0 tiles
Testing config 1290... → 15.0 tiles
Testing config 1291... → 16.0 tiles
Testing config 1292... → 15.0 tiles
Testing config 1293... → 15.0 tiles
Testing config 1294... → 16.0 tiles
Testing config 1295... → 16.0 tiles
Testing config 1296... → 15.0 tiles
Testing config 1297... → 16.0 tiles
Testing config 1298... → 15.0 tiles
Testing config 1299... → 15.0 tiles
Testing config 1300... → 15.0 tiles
Testing config 1301... → 15.0 tiles
Testing config 1302... → 15.0 tiles
Testing config 1303... → 15.0 tiles
Testing config 1304... → 16.0 tiles
Testing config 1305... → 16.0 tiles
Testing config 1306... → 16.0 tiles
Testing config 1307... → 16.0 tiles
Testing config 1308... → 15.0 tiles
Testing config 1309... → 16.0 tiles
Testing config 1310... → 15.0 tiles
Testing config 1311... → 16.0 tiles
Testing config 1312... → 16.0 tiles
Testing config 1313... → 16.0 tiles
Testing config 1314... → 15.0 tiles
Testing config 1315... → 16.0 tiles
Testing config 1316... → 15.0 tiles
Testing config 1317... → 15.0 tiles
Testing config 1318... → 16.0 tiles
Testing config 1319... → 16.0 tiles
Testing config 1320... → 15.0 tiles
Testing config 1321... → 16.0 tiles
Testing config 1322... → 15.0 tiles
Testing config 1323... → 15.0 tiles
Testing config 1324... → 15.0 tiles
Testing config 1325... → 15.0 tiles
Testing config 1326... → 15.0 tiles
Testing config 1327... → 15.0 tiles
Testing config 1328... → 15.0 tiles
Testing config 1329... → 15.0 tiles
Testing config 1330... → 15.0 tiles
Testing config 1331... → 15.0 tiles
Testing config 1332... → 14.0 tiles
Testing config 1333... → 15.0 tiles
Testing config 1334... → 15.0 tiles
Testing config 1335... → 14.0 tiles
Testing config 1336... → 15.0 tiles
Testing config 1337... → 15.0 tiles
Testing config 1338... → 15.0 tiles
Testing config 1339... → 15.0 tiles
Testing config 1340... → 15.0 tiles
Testing config 1341... → 15.0 tiles
Testing config 1342... → 15.0 tiles
Testing config 1343... → 15.0 tiles
Testing config 1344... → 15.0 tiles
Testing config 1345... → 15.0 tiles
Testing config 1346... → 16.0 tiles
Testing config 1347... → 16.0 tiles
Testing config 1348... → 16.0 tiles
Testing config 1349... → 16.0 tiles
Testing config 1350... → 16.0 tiles
Testing config 1351... → 16.0 tiles
Testing config 1352... → 16.0 tiles
Testing config 1353... → 16.0 tiles
Testing config 1354... → 16.0 tiles
Testing config 1355... → 16.0 tiles
Testing config 1356... → 15.0 tiles
Testing config 1357... → 16.0 tiles
Testing config 1358... → 15.0 tiles
Testing config 1359... → 16.0 tiles
Testing config 1360... → 16.0 tiles
Testing config 1361... → 16.0 tiles
Testing config 1362... → 15.0 tiles
Testing config 1363... → 16.0 tiles
Testing config 1364... → 15.0 tiles
Testing config 1365... → 15.0 tiles
Testing config 1366... → 16.0 tiles
Testing config 1367... → 16.0 tiles
Testing config 1368... → 15.0 tiles
Testing config 1369... → 16.0 tiles
Testing config 1370... → 15.0 tiles
Testing config 1371... → 15.0 tiles
Testing config 1372... → 16.0 tiles
Testing config 1373... → 16.0 tiles
Testing config 1374... → 16.0 tiles
Testing config 1375... → 16.0 tiles
Testing config 1376... → 16.0 tiles
Testing config 1377... → 16.0 tiles
Testing config 1378... → 16.0 tiles
Testing config 1379... → 16.0 tiles
Testing config 1380... → 15.0 tiles
Testing config 1381... → 16.0 tiles
Testing config 1382... → 15.0 tiles
Testing config 1383... → 16.0 tiles
Testing config 1384... → 16.0 tiles
Testing config 1385... → 16.0 tiles
Testing config 1386... → 15.0 tiles
Testing config 1387... → 16.0 tiles
Testing config 1388... → 14.0 tiles
Testing config 1389... → 15.0 tiles
Testing config 1390... → 15.0 tiles
Testing config 1391... → 15.0 tiles
Testing config 1392... → 15.0 tiles
Testing config 1393... → 16.0 tiles
Testing config 1394... → 15.0 tiles
Testing config 1395... → 15.0 tiles
Testing config 1396... → 15.0 tiles
Testing config 1397... → 15.0 tiles
Testing config 1398... → 16.0 tiles
Testing config 1399... → 16.0 tiles
Testing config 1400... → 16.0 tiles
Testing config 1401... → 15.0 tiles
Testing config 1402... → 16.0 tiles
Testing config 1403... → 16.0 tiles
Testing config 1404... → 16.0 tiles
Testing config 1405... → 15.0 tiles
Testing config 1406... → 15.0 tiles
Testing config 1407... → 16.0 tiles
Testing config 1408... → 16.0 tiles
Testing config 1409... → 16.0 tiles
Testing config 1410... → 15.0 tiles
Testing config 1411... → 16.0 tiles
Testing config 1412... → 15.0 tiles
Testing config 1413... → 15.0 tiles
Testing config 1414... → 16.0 tiles
Testing config 1415... → 16.0 tiles
Testing config 1416... → 15.0 tiles
Testing config 1417... → 16.0 tiles
Testing config 1418... → 15.0 tiles
Testing config 1419... → 15.0 tiles
Testing config 1420... → 15.0 tiles
Testing config 1421... → 15.0 tiles
Testing config 1422... → 15.0 tiles
Testing config 1423... → 15.0 tiles
Testing config 1424... → 16.0 tiles
Testing config 1425... → 16.0 tiles
Testing config 1426... → 16.0 tiles
Testing config 1427... → 16.0 tiles
Testing config 1428... → 15.0 tiles
Testing config 1429... → 16.0 tiles
Testing config 1430... → 15.0 tiles
Testing config 1431... → 16.0 tiles
Testing config 1432... → 16.0 tiles
Testing config 1433... → 16.0 tiles
Testing config 1434... → 15.0 tiles
Testing config 1435... → 16.0 tiles
Testing config 1436... → 15.0 tiles
Testing config 1437... → 15.0 tiles
Testing config 1438... → 16.0 tiles
Testing config 1439... → 16.0 tiles
Testing config 1440... → 15.0 tiles
Testing config 1441... → 16.0 tiles
Testing config 1442... → 16.0 tiles
Testing config 1443... → 16.0 tiles
Testing config 1444... → 16.0 tiles
Testing config 1445... → 16.0 tiles
Testing config 1446... → 16.0 tiles
Testing config 1447... → 16.0 tiles
Testing config 1448... → 16.0 tiles
Testing config 1449... → 16.0 tiles
Testing config 1450... → 16.0 tiles
Testing config 1451... → 16.0 tiles
Testing config 1452... → 15.0 tiles
Testing config 1453... → 16.0 tiles
Testing config 1454... → 16.0 tiles
Testing config 1455... → 15.0 tiles
Testing config 1456... → 16.0 tiles
Testing config 1457... → 16.0 tiles
Testing config 1458... → 16.0 tiles
Testing config 1459... → 16.0 tiles
Testing config 1460... → 16.0 tiles
Testing config 1461... → 16.0 tiles
Testing config 1462... → 16.0 tiles
Testing config 1463... → 16.0 tiles
Testing config 1464... → 16.0 tiles
Testing config 1465... → 16.0 tiles
Testing config 1466... → 15.0 tiles
Testing config 1467... → 15.0 tiles
Testing config 1468... → 15.0 tiles
Testing config 1469... → 15.0 tiles
Testing config 1470... → 15.0 tiles
Testing config 1471... → 15.0 tiles
Testing config 1472... → 15.0 tiles
Testing config 1473... → 15.0 tiles
Testing config 1474... → 15.0 tiles
Testing config 1475... → 15.0 tiles
Testing config 1476... → 15.0 tiles
Testing config 1477... → 15.0 tiles
Testing config 1478... → 15.0 tiles
Testing config 1479... → 15.0 tiles
Testing config 1480... → 15.0 tiles
Testing config 1481... → 15.0 tiles
Testing config 1482... → 15.0 tiles
Testing config 1483... → 15.0 tiles
Testing config 1484... → 15.0 tiles
Testing config 1485... → 15.0 tiles
Testing config 1486... → 15.0 tiles
Testing config 1487... → 15.0 tiles
Testing config 1488... → 15.0 tiles
Testing config 1489... → 15.0 tiles
Testing config 1490... → 16.0 tiles
Testing config 1491... → 16.0 tiles
Testing config 1492... → 16.0 tiles
Testing config 1493... → 16.0 tiles
Testing config 1494... → 16.0 tiles
Testing config 1495... → 16.0 tiles
Testing config 1496... → 15.0 tiles
Testing config 1497... → 15.0 tiles
Testing config 1498... → 15.0 tiles
Testing config 1499... → 15.0 tiles
Testing config 1500... → 15.0 tiles
Testing config 1501... → 15.0 tiles
Testing config 1502... → 16.0 tiles
Testing config 1503... → 16.0 tiles
Testing config 1504... → 15.0 tiles
Testing config 1505... → 15.0 tiles
Testing config 1506... → 16.0 tiles
Testing config 1507... → 15.0 tiles
Testing config 1508... → 15.0 tiles
Testing config 1509... → 16.0 tiles
Testing config 1510... → 14.0 tiles
Testing config 1511... → 14.0 tiles
Testing config 1512... → 16.0 tiles
Testing config 1513... → 15.0 tiles
Testing config 1514... → 16.0 tiles
Testing config 1515... → 15.0 tiles
Testing config 1516... → 16.0 tiles
Testing config 1517... → 16.0 tiles
Testing config 1518... → 16.0 tiles
Testing config 1519... → 16.0 tiles
Testing config 1520... → 15.0 tiles
Testing config 1521... → 14.0 tiles
Testing config 1522... → 15.0 tiles
Testing config 1523... → 15.0 tiles
Testing config 1524... → 15.0 tiles
Testing config 1525... → 14.0 tiles
Testing config 1526... → 16.0 tiles
Testing config 1527... → 16.0 tiles
Testing config 1528... → 15.0 tiles
Testing config 1529... → 15.0 tiles
Testing config 1530... → 16.0 tiles
Testing config 1531... → 15.0 tiles
Testing config 1532... → 16.0 tiles
Testing config 1533... → 16.0 tiles
Testing config 1534... → 15.0 tiles
Testing config 1535... → 15.0 tiles
Testing config 1536... → 16.0 tiles
Testing config 1537... → 15.0 tiles
Testing config 1538... → 16.0 tiles
Testing config 1539... → 16.0 tiles
Testing config 1540... → 16.0 tiles
Testing config 1541... → 16.0 tiles
Testing config 1542... → 16.0 tiles
Testing config 1543... → 16.0 tiles
Testing config 1544... → 15.0 tiles
Testing config 1545... → 15.0 tiles
Testing config 1546... → 15.0 tiles
Testing config 1547... → 15.0 tiles
Testing config 1548... → 15.0 tiles
Testing config 1549... → 15.0 tiles
Testing config 1550... → 16.0 tiles
Testing config 1551... → 16.0 tiles
Testing config 1552... → 15.0 tiles
Testing config 1553... → 15.0 tiles
Testing config 1554... → 16.0 tiles
Testing config 1555... → 15.0 tiles
Testing config 1556... → 16.0 tiles
Testing config 1557... → 16.0 tiles
Testing config 1558... → 15.0 tiles
Testing config 1559... → 15.0 tiles
Testing config 1560... → 16.0 tiles
Testing config 1561... → 15.0 tiles
Testing config 1562... → 16.0 tiles
Testing config 1563... → 16.0 tiles
Testing config 1564... → 16.0 tiles
Testing config 1565... → 16.0 tiles
Testing config 1566... → 16.0 tiles
Testing config 1567... → 16.0 tiles
Testing config 1568... → 16.0 tiles
Testing config 1569... → 16.0 tiles
Testing config 1570... → 16.0 tiles
Testing config 1571... → 16.0 tiles
Testing config 1572... → 15.0 tiles
Testing config 1573... → 16.0 tiles
Testing config 1574... → 16.0 tiles
Testing config 1575... → 15.0 tiles
Testing config 1576... → 16.0 tiles
Testing config 1577... → 16.0 tiles
Testing config 1578... → 16.0 tiles
Testing config 1579... → 16.0 tiles
Testing config 1580... → 16.0 tiles
Testing config 1581... → 16.0 tiles
Testing config 1582... → 16.0 tiles
Testing config 1583... → 16.0 tiles
Testing config 1584... → 16.0 tiles
Testing config 1585... → 16.0 tiles
Testing config 1586... → 16.0 tiles
Testing config 1587... → 16.0 tiles
Testing config 1588... → 16.0 tiles
Testing config 1589... → 16.0 tiles
Testing config 1590... → 16.0 tiles
Testing config 1591... → 16.0 tiles
Testing config 1592... → 16.0 tiles
Testing config 1593... → 16.0 tiles
Testing config 1594... → 16.0 tiles
Testing config 1595... → 16.0 tiles
Testing config 1596... → 15.0 tiles
Testing config 1597... → 16.0 tiles
Testing config 1598... → 15.0 tiles
Testing config 1599... → 16.0 tiles
Testing config 1600... → 16.0 tiles
Testing config 1601... → 16.0 tiles
Testing config 1602... → 15.0 tiles
Testing config 1603... → 16.0 tiles
Testing config 1604... → 15.0 tiles
Testing config 1605... → 15.0 tiles
Testing config 1606... → 16.0 tiles
Testing config 1607... → 16.0 tiles
Testing config 1608... → 15.0 tiles
Testing config 1609... → 16.0 tiles
Testing config 1610... → 15.0 tiles
Testing config 1611... → 15.0 tiles
Testing config 1612... → 16.0 tiles
Testing config 1613... → 16.0 tiles
Testing config 1614... → 16.0 tiles
Testing config 1615... → 16.0 tiles
Testing config 1616... → 16.0 tiles
Testing config 1617... → 16.0 tiles
Testing config 1618... → 16.0 tiles
Testing config 1619... → 16.0 tiles
Testing config 1620... → 15.0 tiles
Testing config 1621... → 16.0 tiles
Testing config 1622... → 15.0 tiles
Testing config 1623... → 16.0 tiles
Testing config 1624... → 16.0 tiles
Testing config 1625... → 16.0 tiles
Testing config 1626... → 15.0 tiles
Testing config 1627... → 16.0 tiles
Testing config 1628... → 14.0 tiles
Testing config 1629... → 15.0 tiles
Testing config 1630... → 15.0 tiles
Testing config 1631... → 15.0 tiles
Testing config 1632... → 15.0 tiles
Testing config 1633... → 16.0 tiles
Testing config 1634... → 15.0 tiles
Testing config 1635... → 15.0 tiles
Testing config 1636... → 15.0 tiles
Testing config 1637... → 15.0 tiles
Testing config 1638... → 16.0 tiles
Testing config 1639... → 16.0 tiles
Testing config 1640... → 16.0 tiles
Testing config 1641... → 15.0 tiles
Testing config 1642... → 16.0 tiles
Testing config 1643... → 16.0 tiles
Testing config 1644... → 16.0 tiles
Testing config 1645... → 15.0 tiles
Testing config 1646... → 15.0 tiles
Testing config 1647... → 16.0 tiles
Testing config 1648... → 16.0 tiles
Testing config 1649... → 16.0 tiles
Testing config 1650... → 15.0 tiles
Testing config 1651... → 16.0 tiles
Testing config 1652... → 15.0 tiles
Testing config 1653... → 15.0 tiles
Testing config 1654... → 16.0 tiles
Testing config 1655... → 16.0 tiles
Testing config 1656... → 15.0 tiles
Testing config 1657... → 16.0 tiles
Testing config 1658... → 15.0 tiles
Testing config 1659... → 15.0 tiles
Testing config 1660... → 15.0 tiles
Testing config 1661... → 15.0 tiles
Testing config 1662... → 15.0 tiles
Testing config 1663... → 15.0 tiles
Testing config 1664... → 16.0 tiles
Testing config 1665... → 16.0 tiles
Testing config 1666... → 16.0 tiles
Testing config 1667... → 16.0 tiles
Testing config 1668... → 15.0 tiles
Testing config 1669... → 16.0 tiles
Testing config 1670... → 15.0 tiles
Testing config 1671... → 16.0 tiles
Testing config 1672... → 16.0 tiles
Testing config 1673... → 16.0 tiles
Testing config 1674... → 15.0 tiles
Testing config 1675... → 16.0 tiles
Testing config 1676... → 15.0 tiles
Testing config 1677... → 15.0 tiles
Testing config 1678... → 16.0 tiles
Testing config 1679... → 16.0 tiles
Testing config 1680... → 15.0 tiles
Testing config 1681... → 16.0 tiles
Testing config 1682... → 16.0 tiles
Testing config 1683... → 16.0 tiles
Testing config 1684... → 16.0 tiles
Testing config 1685... → 16.0 tiles
Testing config 1686... → 16.0 tiles
Testing config 1687... → 16.0 tiles
Testing config 1688... → 15.0 tiles
Testing config 1689... → 15.0 tiles
Testing config 1690... → 15.0 tiles
Testing config 1691... → 15.0 tiles
Testing config 1692... → 15.0 tiles
Testing config 1693... → 15.0 tiles
Testing config 1694... → 16.0 tiles
Testing config 1695... → 16.0 tiles
Testing config 1696... → 15.0 tiles
Testing config 1697... → 15.0 tiles
Testing config 1698... → 16.0 tiles
Testing config 1699... → 15.0 tiles
Testing config 1700... → 16.0 tiles
Testing config 1701... → 16.0 tiles
Testing config 1702... → 15.0 tiles
Testing config 1703... → 15.0 tiles
Testing config 1704... → 16.0 tiles
Testing config 1705... → 15.0 tiles
Testing config 1706... → 16.0 tiles
Testing config 1707... → 16.0 tiles
Testing config 1708... → 16.0 tiles
Testing config 1709... → 16.0 tiles
Testing config 1710... → 16.0 tiles
Testing config 1711... → 16.0 tiles
Testing config 1712... → 16.0 tiles
Testing config 1713... → 16.0 tiles
Testing config 1714... → 16.0 tiles
Testing config 1715... → 16.0 tiles
Testing config 1716... → 15.0 tiles
Testing config 1717... → 16.0 tiles
Testing config 1718... → 15.0 tiles
Testing config 1719... → 16.0 tiles
Testing config 1720... → 16.0 tiles
Testing config 1721... → 16.0 tiles
Testing config 1722... → 15.0 tiles
Testing config 1723... → 16.0 tiles
Testing config 1724... → 15.0 tiles
Testing config 1725... → 15.0 tiles
Testing config 1726... → 16.0 tiles
Testing config 1727... → 16.0 tiles
Testing config 1728... → 15.0 tiles
Testing config 1729... → 16.0 tiles
Testing config 1730... → 16.0 tiles
Testing config 1731... → 16.0 tiles
Testing config 1732... → 15.0 tiles
Testing config 1733... → 15.0 tiles
Testing config 1734... → 16.0 tiles
Testing config 1735... → 15.0 tiles
Testing config 1736... → 16.0 tiles
Testing config 1737... → 16.0 tiles
Testing config 1738... → 16.0 tiles
Testing config 1739... → 16.0 tiles
Testing config 1740... → 15.0 tiles
Testing config 1741... → 16.0 tiles
Testing config 1742... → 16.0 tiles
Testing config 1743... → 15.0 tiles
Testing config 1744... → 16.0 tiles
Testing config 1745... → 16.0 tiles
Testing config 1746... → 16.0 tiles
Testing config 1747... → 16.0 tiles
Testing config 1748... → 15.0 tiles
Testing config 1749... → 16.0 tiles
Testing config 1750... → 15.0 tiles
Testing config 1751... → 15.0 tiles
Testing config 1752... → 16.0 tiles
Testing config 1753... → 16.0 tiles
Testing config 1754... → 15.0 tiles
Testing config 1755... → 16.0 tiles
Testing config 1756... → 16.0 tiles
Testing config 1757... → 16.0 tiles
Testing config 1758... → 15.0 tiles
Testing config 1759... → 15.0 tiles
Testing config 1760... → 15.0 tiles
Testing config 1761... → 16.0 tiles
Testing config 1762... → 15.0 tiles
Testing config 1763... → 15.0 tiles
Testing config 1764... → 15.0 tiles
Testing config 1765... → 16.0 tiles
Testing config 1766... → 16.0 tiles
Testing config 1767... → 15.0 tiles
Testing config 1768... → 16.0 tiles
Testing config 1769... → 16.0 tiles
Testing config 1770... → 16.0 tiles
Testing config 1771... → 16.0 tiles
Testing config 1772... → 15.0 tiles
Testing config 1773... → 16.0 tiles
Testing config 1774... → 15.0 tiles
Testing config 1775... → 15.0 tiles
Testing config 1776... → 16.0 tiles
Testing config 1777... → 16.0 tiles
Testing config 1778... → 15.0 tiles
Testing config 1779... → 15.0 tiles
Testing config 1780... → 16.0 tiles
Testing config 1781... → 16.0 tiles
Testing config 1782... → 15.0 tiles
Testing config 1783... → 16.0 tiles
Testing config 1784... → 15.0 tiles
Testing config 1785... → 15.0 tiles
Testing config 1786... → 15.0 tiles
Testing config 1787... → 15.0 tiles
Testing config 1788... → 14.0 tiles
Testing config 1789... → 15.0 tiles
Testing config 1790... → 16.0 tiles
Testing config 1791... → 15.0 tiles
Testing config 1792... → 16.0 tiles
Testing config 1793... → 16.0 tiles
Testing config 1794... → 16.0 tiles
Testing config 1795... → 16.0 tiles
Testing config 1796... → 15.0 tiles
Testing config 1797... → 16.0 tiles
Testing config 1798... → 15.0 tiles
Testing config 1799... → 15.0 tiles
Testing config 1800... → 16.0 tiles
Testing config 1801... → 16.0 tiles
Testing config 1802... → 15.0 tiles
Testing config 1803... → 15.0 tiles
Testing config 1804... → 16.0 tiles
Testing config 1805... → 16.0 tiles
Testing config 1806... → 16.0 tiles
Testing config 1807... → 16.0 tiles
Testing config 1808... → 16.0 tiles
Testing config 1809... → 16.0 tiles
Testing config 1810... → 16.0 tiles
Testing config 1811... → 16.0 tiles
Testing config 1812... → 15.0 tiles
Testing config 1813... → 16.0 tiles
Testing config 1814... → 15.0 tiles
Testing config 1815... → 15.0 tiles
Testing config 1816... → 15.0 tiles
Testing config 1817... → 15.0 tiles
Testing config 1818... → 15.0 tiles
Testing config 1819... → 15.0 tiles
Testing config 1820... → 15.0 tiles
Testing config 1821... → 16.0 tiles
Testing config 1822... → 16.0 tiles
Testing config 1823... → 16.0 tiles
Testing config 1824... → 15.0 tiles
Testing config 1825... → 15.0 tiles
Testing config 1826... → 15.0 tiles
Testing config 1827... → 15.0 tiles
Testing config 1828... → 16.0 tiles
Testing config 1829... → 16.0 tiles
Testing config 1830... → 16.0 tiles
Testing config 1831... → 16.0 tiles
Testing config 1832... → 15.0 tiles
Testing config 1833... → 15.0 tiles
Testing config 1834... → 15.0 tiles
Testing config 1835... → 15.0 tiles
Testing config 1836... → 14.0 tiles
Testing config 1837... → 15.0 tiles
Testing config 1838... → 15.0 tiles
Testing config 1839... → 16.0 tiles
Testing config 1840... → 16.0 tiles
Testing config 1841... → 16.0 tiles
Testing config 1842... → 15.0 tiles
Testing config 1843... → 16.0 tiles
Testing config 1844... → 15.0 tiles
Testing config 1845... → 15.0 tiles
Testing config 1846... → 16.0 tiles
Testing config 1847... → 16.0 tiles
Testing config 1848... → 15.0 tiles
Testing config 1849... → 16.0 tiles
Testing config 1850... → 16.0 tiles
Testing config 1851... → 16.0 tiles
Testing config 1852... → 15.0 tiles
Testing config 1853... → 15.0 tiles
Testing config 1854... → 16.0 tiles
Testing config 1855... → 15.0 tiles
Testing config 1856... → 16.0 tiles
Testing config 1857... → 16.0 tiles
Testing config 1858... → 16.0 tiles
Testing config 1859... → 16.0 tiles
Testing config 1860... → 15.0 tiles
Testing config 1861... → 16.0 tiles
Testing config 1862... → 16.0 tiles
Testing config 1863... → 15.0 tiles
Testing config 1864... → 16.0 tiles
Testing config 1865... → 16.0 tiles
Testing config 1866... → 16.0 tiles
Testing config 1867... → 16.0 tiles
Testing config 1868... → 15.0 tiles
Testing config 1869... → 16.0 tiles
Testing config 1870... → 15.0 tiles
Testing config 1871... → 15.0 tiles
Testing config 1872... → 16.0 tiles
Testing config 1873... → 16.0 tiles
Testing config 1874... → 15.0 tiles
Testing config 1875... → 16.0 tiles
Testing config 1876... → 16.0 tiles
Testing config 1877... → 16.0 tiles
Testing config 1878... → 15.0 tiles
Testing config 1879... → 15.0 tiles
Testing config 1880... → 15.0 tiles
Testing config 1881... → 16.0 tiles
Testing config 1882... → 15.0 tiles
Testing config 1883... → 15.0 tiles
Testing config 1884... → 15.0 tiles
Testing config 1885... → 16.0 tiles
Testing config 1886... → 16.0 tiles
Testing config 1887... → 15.0 tiles
Testing config 1888... → 16.0 tiles
Testing config 1889... → 16.0 tiles
Testing config 1890... → 16.0 tiles
Testing config 1891... → 16.0 tiles
Testing config 1892... → 15.0 tiles
Testing config 1893... → 16.0 tiles
Testing config 1894... → 15.0 tiles
Testing config 1895... → 15.0 tiles
Testing config 1896... → 16.0 tiles
Testing config 1897... → 16.0 tiles
Testing config 1898... → 14.0 tiles
Testing config 1899... → 15.0 tiles
Testing config 1900... → 15.0 tiles
Testing config 1901... → 15.0 tiles
Testing config 1902... → 15.0 tiles
Testing config 1903... → 16.0 tiles
Testing config 1904... → 14.0 tiles
Testing config 1905... → 15.0 tiles
Testing config 1906... → 14.0 tiles
Testing config 1907... → 14.0 tiles
Testing config 1908... → 15.0 tiles
Testing config 1909... → 15.0 tiles
Testing config 1910... → 15.0 tiles
Testing config 1911... → 15.0 tiles
Testing config 1912... → 15.0 tiles
Testing config 1913... → 15.0 tiles
Testing config 1914... → 15.0 tiles
Testing config 1915... → 15.0 tiles
Testing config 1916... → 15.0 tiles
Testing config 1917... → 16.0 tiles
Testing config 1918... → 15.0 tiles
Testing config 1919... → 15.0 tiles
Testing config 1920... → 16.0 tiles
Testing config 1921... → 16.0 tiles
Testing config 1922... → 15.0 tiles
Testing config 1923... → 15.0 tiles
Testing config 1924... → 15.0 tiles
Testing config 1925... → 15.0 tiles
Testing config 1926... → 16.0 tiles
Testing config 1927... → 16.0 tiles
Testing config 1928... → 16.0 tiles
Testing config 1929... → 15.0 tiles
Testing config 1930... → 16.0 tiles
Testing config 1931... → 16.0 tiles
Testing config 1932... → 16.0 tiles
Testing config 1933... → 15.0 tiles
Testing config 1934... → 15.0 tiles
Testing config 1935... → 16.0 tiles
Testing config 1936... → 16.0 tiles
Testing config 1937... → 16.0 tiles
Testing config 1938... → 15.0 tiles
Testing config 1939... → 16.0 tiles
Testing config 1940... → 15.0 tiles
Testing config 1941... → 15.0 tiles
Testing config 1942... → 15.0 tiles
Testing config 1943... → 15.0 tiles
Testing config 1944... → 15.0 tiles
Testing config 1945... → 15.0 tiles
Testing config 1946... → 15.0 tiles
Testing config 1947... → 15.0 tiles
Testing config 1948... → 15.0 tiles
Testing config 1949... → 15.0 tiles
Testing config 1950... → 16.0 tiles
Testing config 1951... → 16.0 tiles
Testing config 1952... → 15.0 tiles
Testing config 1953... → 15.0 tiles
Testing config 1954... → 15.0 tiles
Testing config 1955... → 15.0 tiles
Testing config 1956... → 15.0 tiles
Testing config 1957... → 15.0 tiles
Testing config 1958... → 14.0 tiles
Testing config 1959... → 15.0 tiles
Testing config 1960... → 15.0 tiles
Testing config 1961... → 15.0 tiles
Testing config 1962... → 14.0 tiles
Testing config 1963... → 15.0 tiles
Testing config 1964... → 15.0 tiles
Testing config 1965... → 15.0 tiles
Testing config 1966... → 16.0 tiles
Testing config 1967... → 16.0 tiles
Testing config 1968... → 15.0 tiles
Testing config 1969... → 16.0 tiles
Testing config 1970... → 16.0 tiles
Testing config 1971... → 15.0 tiles
Testing config 1972... → 15.0 tiles
Testing config 1973... → 15.0 tiles
Testing config 1974... → 15.0 tiles
Testing config 1975... → 14.0 tiles
Testing config 1976... → 16.0 tiles
Testing config 1977... → 15.0 tiles
Testing config 1978... → 16.0 tiles
Testing config 1979... → 16.0 tiles
Testing config 1980... → 16.0 tiles
Testing config 1981... → 15.0 tiles
Testing config 1982... → 16.0 tiles
Testing config 1983... → 15.0 tiles
Testing config 1984... → 16.0 tiles
Testing config 1985... → 16.0 tiles
Testing config 1986... → 16.0 tiles
Testing config 1987... → 16.0 tiles
Testing config 1988... → 16.0 tiles
Testing config 1989... → 16.0 tiles
Testing config 1990... → 16.0 tiles
Testing config 1991... → 16.0 tiles
Testing config 1992... → 15.0 tiles
